Customer ID,Age Group,Age,Gender,Item Purchased,Category,Purchase Amount(PKR),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1618,Middl- Aged,43,Male,Blouse,Clothing,4480,Lahore,M,Peach,Winter,4.3,No,Standard,Yes,Yes,50,Credit Card,Fortnightly
1619,Senior,63,Male,Sandals,Footwear,5040,Multan,L,Purple,Summer,5,No,Standard,Yes,Yes,39,Debit Card,Quarterly
1620,Middl- Aged,57,Male,Handbag,Accessories,5460,Gujrat,L,Beige,Winter,3.5,No,Store Pickup,Yes,Yes,50,Venmo,Bi-Weekly
1621,Adult,25,Male,Hat,Accessories,3290,Rawalpindi,M,Charcoal,Winter,3.1,No,2-Day Shipping,Yes,Yes,27,PayPal,Every 3 Months
1622,Senior,68,Male,Scarf,Accessories,3220,Islamabad,L,Gray,Summer,3.9,No,2-Day Shipping,Yes,Yes,38,Debit Card,Fortnightly
1623,Adult,31,Male,Shorts,Clothing,3010,Mirpur,S,Brown,Winter,4,No,Store Pickup,Yes,Yes,37,Bank Transfer,Every 3 Months
1624,Senior,64,Male,Backpack,Accessories,4060,Karachi,M,Cyan,Summer,3.5,No,Next Day Air,Yes,Yes,50,Debit Card,Annually
1625,Middl- Aged,38,Male,Sweater,Clothing,2240,Gujranwala,M,White,Winter,3.6,No,Free Shipping,Yes,Yes,40,PayPal,Every 3 Months
1626,Adult,34,Male,Skirt,Clothing,3150,Gilgit,L,Beige,Winter,3,No,Next Day Air,Yes,Yes,3,PayPal,Bi-Weekly
1627,Adult,32,Male,Sneakers,Footwear,2450,Quetta,L,Orange,Summer,2.6,No,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
1628,Senior,69,Male,Sunglasses,Accessories,1470,AJK,M,Olive,Winter,2.9,No,Next Day Air,Yes,Yes,8,Credit Card,Annually
1629,Middl- Aged,45,Male,Dress,Clothing,4480,Muzafarabad,S,Teal,Winter,3.1,No,Next Day Air,Yes,Yes,7,Cash,Monthly
1630,Middl- Aged,35,Male,Blouse,Clothing,6160,Karachi,S,Silver,Spring,3.3,No,Next Day Air,Yes,Yes,13,Venmo,Quarterly
1631,Senior,63,Male,Shoes,Footwear,3360,Gilgit,M,Gold,Summer,2.9,No,Store Pickup,Yes,Yes,29,Venmo,Every 3 Months
1632,Senior,65,Male,Sweater,Clothing,2520,Karachi,L,Violet,Summer,3.9,No,2-Day Shipping,Yes,Yes,7,Bank Transfer,Fortnightly
1633,Middl- Aged,35,Male,Gloves,Accessories,1960,Islamabad,S,White,Summer,4.7,No,2-Day Shipping,Yes,Yes,50,Debit Card,Every 3 Months
1634,Middl- Aged,54,Male,Socks,Clothing,5600,Karachi,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,Yes,33,Debit Card,Bi-Weekly
1635,Adult,28,Male,Coat,Outerwear,1610,Karachi,S,Orange,Summer,3.6,No,Store Pickup,Yes,Yes,30,Cash,Every 3 Months
1636,Senior,68,Male,Sunglasses,Accessories,1680,Peshawar,L,Violet,Summer,3.2,No,Standard,Yes,Yes,40,Cash,Annually
1637,Middl- Aged,58,Male,Boots,Footwear,1540,Karachi,L,Green,Fall,4,No,Free Shipping,Yes,Yes,49,Cash,Fortnightly
1638,Middl- Aged,35,Male,Dress,Clothing,1470,Muzafarabad,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32,Venmo,Fortnightly
1639,Senior,68,Male,Jacket,Outerwear,3570,Islamabad,M,Black,Spring,4.6,No,Free Shipping,Yes,Yes,18,Venmo,Weekly
1640,Middl- Aged,41,Male,Gloves,Accessories,4550,Mirpur,L,Blue,Summer,3.3,No,Free Shipping,Yes,Yes,50,PayPal,Annually
1641,Senior,65,Male,Scarf,Accessories,3570,Islamabad,S,Magenta,Spring,4,No,2-Day Shipping,Yes,Yes,13,PayPal,Weekly
1642,Middl- Aged,50,Male,Hoodie,Clothing,2240,Lahore,L,Violet,Summer,3.4,No,Free Shipping,Yes,Yes,1,Bank Transfer,Every 3 Months
1643,Young Adult,18,Male,Coat,Outerwear,4900,Kharian,M,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,16,PayPal,Fortnightly
1644,Middl- Aged,38,Male,Scarf,Accessories,5390,Islamabad,L,Pink,Summer,3.9,No,2-Day Shipping,Yes,Yes,6,PayPal,Monthly
1645,Senior,68,Male,Coat,Outerwear,6300,Peshawar,S,Beige,Summer,3.9,No,Next Day Air,Yes,Yes,21,Debit Card,Monthly
1646,Middl- Aged,53,Male,Scarf,Accessories,2520,Islamabad,L,Green,Summer,2.8,No,Standard,Yes,Yes,36,Venmo,Every 3 Months
1647,Middl- Aged,58,Male,Handbag,Accessories,5390,Karachi,S,Silver,Summer,3.7,No,Standard,Yes,Yes,20,Bank Transfer,Every 3 Months
1648,Adult,34,Male,Boots,Footwear,5460,Gujrat,M,Purple,Summer,4.9,No,Store Pickup,Yes,Yes,8,Debit Card,Quarterly
1649,Middl- Aged,36,Male,Pants,Clothing,4830,Sialkot,M,Gray,Summer,2.6,No,Express,Yes,Yes,22,Credit Card,Monthly
1650,Middl- Aged,58,Male,T-shirt,Clothing,4410,Lahore,M,White,Summer,4.9,No,Free Shipping,Yes,Yes,3,Credit Card,Quarterly
1651,Senior,60,Male,Scarf,Accessories,2520,Hyderabad,M,Silver,Winter,3.4,No,Next Day Air,Yes,Yes,46,Credit Card,Fortnightly
1652,Senior,59,Male,Coat,Outerwear,5600,Murree,M,Blue,Winter,3.9,No,Standard,Yes,Yes,42,Debit Card,Monthly
1653,Senior,65,Male,Sweater,Clothing,2450,Sialkot,M,Orange,Summer,4,No,Next Day Air,Yes,Yes,1,Bank Transfer,Fortnightly
1654,Adult,31,Male,Belt,Accessories,6510,Lahore,L,Silver,Winter,3,No,2-Day Shipping,Yes,Yes,29,Debit Card,Bi-Weekly
1655,Middl- Aged,43,Male,Belt,Accessories,1750,Karachi,L,Gray,Spring,2.6,No,Store Pickup,Yes,Yes,14,Credit Card,Quarterly
1656,Middl- Aged,37,Male,Sweater,Clothing,5670,Islamabad,L,Gold,Spring,3.2,No,Next Day Air,Yes,Yes,4,PayPal,Monthly
1657,Young Adult,21,Male,Blouse,Clothing,2940,Karachi,L,Brown,Spring,2.6,No,2-Day Shipping,Yes,Yes,41,PayPal,Every 3 Months
1658,Senior,69,Male,Skirt,Clothing,2520,Karachi,L,Turquoise,Spring,3.2,No,Store Pickup,Yes,Yes,4,Debit Card,Bi-Weekly
1659,Adult,32,Male,Jewelry,Accessories,4620,Islamabad,S,Pink,Spring,4.1,No,Store Pickup,Yes,Yes,47,Cash,Weekly
1660,Middl- Aged,53,Male,Gloves,Accessories,2590,Karachi,M,Black,Fall,3.9,No,Next Day Air,Yes,Yes,44,Venmo,Annually
1661,Senior,59,Male,T-shirt,Clothing,3150,Faisalabad,L,Yellow,Winter,4.1,No,Standard,Yes,Yes,37,Venmo,Monthly
1662,Senior,64,Male,Gloves,Accessories,6020,Rawalpindi,S,Beige,Summer,2.7,No,2-Day Shipping,Yes,Yes,21,Debit Card,Quarterly
1663,Senior,63,Male,Sunglasses,Accessories,1680,Sialkot,M,Olive,Winter,4.6,No,Free Shipping,Yes,Yes,46,Debit Card,Fortnightly
1664,Middl- Aged,43,Male,Shirt,Clothing,1540,AJK,XL,Gold,Summer,3.5,No,Standard,Yes,Yes,1,Cash,Bi-Weekly
1665,Young Adult,19,Male,Handbag,Accessories,3710,Gilgit,M,Purple,Spring,5,No,Next Day Air,Yes,Yes,35,PayPal,Weekly
1666,Middl- Aged,40,Male,Jacket,Outerwear,2870,Sialkot,L,Pink,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Monthly
1667,Middl- Aged,51,Male,Skirt,Clothing,4480,Hyderabad,M,Blue,Summer,3.1,No,Store Pickup,Yes,Yes,47,PayPal,Annually
1668,Middl- Aged,51,Male,Handbag,Accessories,2800,Sialkot,L,Brown,Winter,3.4,No,2-Day Shipping,Yes,Yes,24,Bank Transfer,Every 3 Months
1669,Senior,66,Male,Blouse,Clothing,2310,Karachi,L,Charcoal,Summer,4,No,Standard,Yes,Yes,28,Debit Card,Fortnightly
1670,Middl- Aged,42,Male,T-shirt,Clothing,4130,Lahore,L,Maroon,Winter,2.7,No,Store Pickup,Yes,Yes,22,Bank Transfer,Quarterly
1671,Young Adult,22,Male,Pants,Clothing,5110,Karachi,L,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20,Cash,Weekly
1672,Adult,31,Male,Hoodie,Clothing,1540,Karachi,M,Olive,Winter,4,No,Free Shipping,Yes,Yes,25,Bank Transfer,Weekly
1673,Young Adult,18,Male,Boots,Footwear,5110,Karachi,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15,Venmo,Quarterly
1674,Young Adult,21,Male,Blouse,Clothing,4340,Gujrat,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly
1675,Middl- Aged,35,Male,Coat,Outerwear,3920,Islamabad,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly
1676,Middl- Aged,35,Male,Pants,Clothing,6300,Lahore,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually
1677,Adult,27,Male,Sunglasses,Accessories,3080,Lahore,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly
1678,Senior,65,Male,Jeans,Clothing,2450,Islamabad,L,Silver,Summer,3.3,No,Next Day Air,No,No,41,Debit Card,Weekly
1679,Middl- Aged,41,Male,Pants,Clothing,4970,Islamabad,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,30,Venmo,Fortnightly
1680,Senior,60,Male,Dress,Clothing,3640,Muzafarabad,S,Black,Fall,4.5,No,Next Day Air,No,No,24,Debit Card,Bi-Weekly
1681,Senior,61,Male,Shoes,Footwear,2590,Faisalabad,M,Olive,Summer,3.4,No,Store Pickup,No,No,6,Credit Card,Annually
1682,Young Adult,24,Male,Sneakers,Footwear,6650,Rawalpindi,L,Green,Winter,3.7,No,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly
1683,Senior,65,Male,Socks,Clothing,6790,Karachi,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly
1684,Young Adult,23,Male,Coat,Outerwear,3990,Hyderabad,S,Lavender,Spring,3.5,No,Next Day Air,No,No,37,Venmo,Quarterly
1685,Adult,30,Male,Shirt,Clothing,6510,Sialkot,M,Indigo,Spring,4.6,No,Standard,No,No,28,PayPal,Weekly
1686,Adult,33,Male,Blouse,Clothing,3360,Gilgit,M,Pink,Winter,4.6,No,Standard,No,No,43,PayPal,Bi-Weekly
1687,Young Adult,22,Male,Gloves,Accessories,5250,Karachi,L,Red,Fall,4.2,No,Store Pickup,No,No,25,Cash,Annually
1688,Senior,67,Male,Skirt,Clothing,4900,Rawalpindi,S,Magenta,Winter,3.7,No,Free Shipping,No,No,4,PayPal,Annually
1689,Adult,28,Male,Handbag,Accessories,1820,Kharian,S,Peach,Winter,3,No,Next Day Air,No,No,13,Venmo,Fortnightly
1690,Adult,32,Male,Shirt,Clothing,5110,Peshawar,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,32,Bank Transfer,Monthly
1691,Middl- Aged,40,Male,Coat,Outerwear,2100,Quetta,M,Black,Summer,3.2,No,Free Shipping,No,No,1,Cash,Annually
1692,Senior,64,Male,Shoes,Footwear,4270,Lahore,L,Blue,Summer,3.5,No,Next Day Air,No,No,4,Cash,Annually
1693,Middl- Aged,56,Male,Handbag,Accessories,5250,Karachi,M,Beige,Winter,2.6,No,Standard,No,No,33,Cash,Bi-Weekly
1694,Senior,63,Male,Jacket,Outerwear,6160,Islamabad,XL,Olive,Fall,4.9,No,Standard,No,No,45,Bank Transfer,Fortnightly
1695,Young Adult,20,Male,Shirt,Clothing,4690,Kharian,M,Turquoise,Summer,2.7,No,Express,No,No,20,Debit Card,Fortnightly
1696,Middl- Aged,54,Male,Hat,Accessories,6650,Karachi,S,Yellow,Fall,4.7,No,2-Day Shipping,No,No,1,PayPal,Fortnightly
1697,Adult,31,Male,Sunglasses,Accessories,4830,Lahore,S,Turquoise,Spring,4,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly
1698,Middl- Aged,36,Male,Shirt,Clothing,6090,Karachi,L,Lavender,Fall,3.5,No,Next Day Air,No,No,48,Credit Card,Every 3 Months
1699,Adult,25,Male,Belt,Accessories,2870,Rawalpindi,XL,Turquoise,Winter,4.8,No,Standard,No,No,46,Bank Transfer,Quarterly
1700,Young Adult,20,Male,Sweater,Clothing,4690,Karachi,L,Teal,Spring,4,No,Free Shipping,No,No,34,Debit Card,Annually
1701,Senior,62,Male,Hoodie,Clothing,4900,Lahore,L,Black,Fall,4.1,No,Express,No,No,36,Bank Transfer,Monthly
1702,Senior,69,Male,Handbag,Accessories,2870,Kharian,XL,Blue,Winter,3.8,No,Next Day Air,No,No,44,Debit Card,Every 3 Months
1703,Middl- Aged,54,Male,Jeans,Clothing,5810,Multan,XL,Yellow,Summer,5,No,Express,No,No,48,Bank Transfer,Weekly
1704,Middl- Aged,39,Male,Backpack,Accessories,1540,Lahore,M,Black,Spring,4,No,Next Day Air,No,No,12,Bank Transfer,Annually
1705,Middl- Aged,56,Male,Sneakers,Footwear,1400,Lahore,M,Lavender,Summer,3.9,No,Store Pickup,No,No,19,Cash,Every 3 Months
1706,Middl- Aged,39,Male,Jewelry,Accessories,2030,Multan,L,Cyan,Summer,3.4,No,2-Day Shipping,No,No,49,Venmo,Bi-Weekly
1707,Middl- Aged,37,Male,Sunglasses,Accessories,6090,Karachi,M,Brown,Spring,3,No,Standard,No,No,25,Venmo,Fortnightly
1708,Adult,25,Male,Shorts,Clothing,5670,Quetta,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
1709,Middl- Aged,35,Male,Boots,Footwear,4060,Gujranwala,L,Cyan,Spring,3.2,No,Express,No,No,1,Credit Card,Quarterly
1710,Middl- Aged,45,Male,Skirt,Clothing,5810,Karachi,M,Pink,Winter,3.8,No,Standard,No,No,19,Bank Transfer,Annually
1711,Young Adult,19,Male,Pants,Clothing,4130,Hyderabad,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7,Credit Card,Quarterly
1712,Young Adult,21,Male,T-shirt,Clothing,6510,Peshawar,M,Lavender,Spring,4.7,No,Express,No,No,19,Credit Card,Monthly
1713,Senior,65,Male,T-shirt,Clothing,6090,Karachi,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9,Cash,Fortnightly
1714,Middl- Aged,49,Male,Jacket,Outerwear,1540,Mirpur,M,Pink,Winter,4.6,No,Free Shipping,No,No,37,PayPal,Quarterly
1715,Adult,30,Male,Jeans,Clothing,4970,Multan,S,Charcoal,Summer,4.4,No,Standard,No,No,15,Cash,Monthly
1716,Young Adult,23,Male,Dress,Clothing,4830,Lahore,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30,PayPal,Bi-Weekly
1717,Senior,69,Male,Blouse,Clothing,3290,Lahore,M,Cyan,Winter,4.7,No,Standard,No,No,30,Cash,Every 3 Months
1718,Adult,29,Male,Hoodie,Clothing,3500,Gujrat,L,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly
1719,Middl- Aged,54,Male,T-shirt,Clothing,6720,Islamabad,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,14,PayPal,Every 3 Months
1720,Middl- Aged,45,Male,Sweater,Clothing,2730,Islamabad,M,White,Winter,3.2,No,Free Shipping,No,No,8,Venmo,Quarterly
1721,Adult,25,Male,Shorts,Clothing,5880,Muzafarabad,S,Beige,Winter,2.8,No,Express,No,No,40,Debit Card,Bi-Weekly
1722,Adult,34,Male,Jewelry,Accessories,1960,Multan,S,Magenta,Spring,4.3,No,Free Shipping,No,No,24,Credit Card,Monthly
1723,Middl- Aged,46,Male,T-shirt,Clothing,3570,Muzafarabad,L,Violet,Summer,3.3,No,Standard,No,No,14,Cash,Fortnightly
1724,Senior,70,Male,Scarf,Accessories,1400,Karachi,XL,Gold,Spring,3.3,No,Standard,No,No,39,PayPal,Annually
1725,Middl- Aged,42,Male,Shoes,Footwear,5040,Multan,S,Teal,Winter,3.3,No,Free Shipping,No,No,21,PayPal,Weekly
1726,Middl- Aged,45,Male,Sunglasses,Accessories,2310,Muzafarabad,M,Indigo,Spring,3,No,Next Day Air,No,No,32,Venmo,Quarterly
1727,Middl- Aged,57,Male,Coat,Outerwear,1960,Karachi,S,Olive,Summer,2.8,No,Express,No,No,45,Debit Card,Weekly
1728,Middl- Aged,49,Male,Blouse,Clothing,3710,Rawalpindi,S,Violet,Spring,4,No,Express,No,No,19,PayPal,Monthly
1729,Young Adult,23,Male,Jeans,Clothing,3360,Islamabad,L,Black,Fall,4.3,No,Express,No,No,1,Debit Card,Every 3 Months
1730,Middl- Aged,47,Male,Shorts,Clothing,1470,Karachi,M,Brown,Winter,3.8,No,Store Pickup,No,No,12,Venmo,Fortnightly
1731,Young Adult,23,Male,Shirt,Clothing,1540,Multan,S,Silver,Fall,4.2,No,Free Shipping,No,No,26,Credit Card,Weekly
1732,Young Adult,21,Male,Backpack,Accessories,6090,Lahore,M,Gray,Fall,3.1,No,Next Day Air,No,No,12,Cash,Monthly
1733,Middl- Aged,45,Male,Belt,Accessories,3500,Rawalpindi,S,Charcoal,Winter,2.6,No,Free Shipping,No,No,36,Cash,Every 3 Months
1734,Senior,67,Male,Blouse,Clothing,5950,Karachi,L,Black,Summer,3.4,No,Express,No,No,22,Credit Card,Annually
1735,Adult,31,Male,Jeans,Clothing,6860,Mirpur,L,Brown,Spring,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
1736,Middl- Aged,58,Male,Dress,Clothing,2380,Murree,M,Purple,Winter,3.6,No,Express,No,No,31,Venmo,Annually
1737,Middl- Aged,57,Male,Shorts,Clothing,4270,Islamabad,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43,Cash,Quarterly
1738,Middl- Aged,42,Male,Jewelry,Accessories,6860,Islamabad,L,Gray,Summer,4.2,No,Store Pickup,No,No,50,Venmo,Bi-Weekly
1739,Senior,60,Male,Handbag,Accessories,4270,Islamabad,M,Green,Spring,2.9,No,2-Day Shipping,No,No,37,Credit Card,Weekly
1740,Young Adult,21,Male,Jewelry,Accessories,6860,Gilgit,L,Silver,Winter,4.2,No,Express,No,No,23,Cash,Weekly
1741,Senior,69,Male,Pants,Clothing,1470,Lahore,L,Charcoal,Fall,3.3,No,Next Day Air,No,No,10,Bank Transfer,Every 3 Months
1742,Middl- Aged,41,Male,Pants,Clothing,3570,Multan,XL,Teal,Winter,3.6,No,Next Day Air,No,No,20,Bank Transfer,Monthly
1743,Middl- Aged,51,Male,Sandals,Footwear,5600,Lahore,XL,White,Spring,4.3,No,Express,No,No,18,Venmo,Every 3 Months
1744,Young Adult,23,Male,Skirt,Clothing,5040,Mirpur,XL,Brown,Winter,3.3,No,Standard,No,No,3,Bank Transfer,Weekly
1745,Middl- Aged,57,Male,Sunglasses,Accessories,4410,Multan,L,Teal,Winter,3,No,Standard,No,No,23,PayPal,Weekly
1746,Middl- Aged,40,Male,Skirt,Clothing,1890,Lahore,L,Red,Winter,3.6,No,Store Pickup,No,No,27,Cash,Weekly
1747,Senior,65,Male,Handbag,Accessories,3080,Multan,L,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Fortnightly
1748,Senior,61,Male,Coat,Outerwear,1610,Peshawar,M,Yellow,Winter,2.9,No,Express,No,No,41,Venmo,Quarterly
1749,Adult,34,Male,Skirt,Clothing,6510,Mianwali,L,Teal,Winter,3.9,No,2-Day Shipping,No,No,41,Bank Transfer,Annually
1750,Middl- Aged,43,Male,Hoodie,Clothing,4900,Islamabad,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months
1751,Adult,31,Male,Sunglasses,Accessories,5950,Mirpur,M,White,Fall,3.1,No,Express,No,No,38,Venmo,Every 3 Months
1752,Middl- Aged,57,Male,Sweater,Clothing,2800,Islamabad,M,Silver,Winter,3.2,No,2-Day Shipping,No,No,34,Cash,Annually
1753,Adult,34,Male,Boots,Footwear,2030,Multan,L,Blue,Winter,3.3,No,Store Pickup,No,No,14,Venmo,Quarterly
1754,Adult,25,Male,Skirt,Clothing,1890,Lahore,L,Black,Fall,4.8,No,Next Day Air,No,No,23,Credit Card,Fortnightly
1755,Senior,66,Male,Dress,Clothing,6510,Muzafarabad,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Fortnightly
1756,Middl- Aged,56,Male,Belt,Accessories,1400,Multan,XL,Charcoal,Spring,4.6,No,Next Day Air,No,No,45,Cash,Monthly
1757,Middl- Aged,49,Male,Jewelry,Accessories,3850,Peshawar,S,Cyan,Fall,2.8,No,Free Shipping,No,No,14,Bank Transfer,Weekly
1758,Young Adult,19,Male,Dress,Clothing,6580,Multan,L,Yellow,Fall,3.6,No,Standard,No,No,48,Debit Card,Annually
1759,Adult,27,Male,Hat,Accessories,3920,Faisalabad,M,Silver,Winter,4.3,No,Free Shipping,No,No,17,Venmo,Bi-Weekly
1760,Senior,68,Male,Sweater,Clothing,4060,Faisalabad,L,Green,Spring,4,No,Next Day Air,No,No,1,PayPal,Weekly
1761,Young Adult,20,Male,Skirt,Clothing,3080,Gilgit,XL,Peach,Spring,3.5,No,Standard,No,No,39,PayPal,Weekly
1762,Young Adult,21,Male,Hoodie,Clothing,6650,Gujrat,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly
1763,Middl- Aged,36,Male,Sandals,Footwear,2940,Lahore,M,Brown,Summer,3.1,No,Express,No,No,41,Bank Transfer,Fortnightly
1764,Middl- Aged,37,Male,Jewelry,Accessories,6510,Lahore,M,Lavender,Winter,3.9,No,Store Pickup,No,No,28,PayPal,Annually
1765,Senior,61,Male,Dress,Clothing,3920,Multan,M,Charcoal,Summer,3,No,Store Pickup,No,No,34,Venmo,Quarterly
1766,Senior,68,Male,Hoodie,Clothing,6160,Sialkot,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly
1767,Senior,60,Male,Sweater,Clothing,3780,Islamabad,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly
1768,Senior,69,Male,Jewelry,Accessories,6230,Gilgit,L,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46,Debit Card,Fortnightly
1769,Adult,25,Male,Sandals,Footwear,3150,Karachi,M,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months
1770,Adult,32,Male,Socks,Clothing,5250,Islamabad,L,Brown,Winter,4.3,No,Free Shipping,No,No,45,Cash,Monthly
1771,Middl- Aged,53,Male,Backpack,Accessories,1540,Multan,M,Pink,Fall,4.3,No,Express,No,No,34,Bank Transfer,Weekly
1772,Middl- Aged,46,Male,Shirt,Clothing,5740,Karachi,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually
1773,Middl- Aged,58,Male,Shoes,Footwear,2380,Gujrat,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually
1774,Young Adult,21,Male,Coat,Outerwear,6440,Lahore,M,Blue,Summer,2.7,No,Free Shipping,No,No,17,PayPal,Annually
1775,Middl- Aged,46,Male,Sweater,Clothing,5460,Karachi,M,Lavender,Spring,3.7,No,Express,No,No,6,PayPal,Weekly
1776,Young Adult,18,Male,Jacket,Outerwear,3290,Rawalpindi,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly
1777,Middl- Aged,56,Male,Jacket,Outerwear,4480,Islamabad,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months
1778,Young Adult,18,Male,Sneakers,Footwear,3080,Gilgit,L,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Fortnightly
1779,Middl- Aged,49,Male,Belt,Accessories,6580,Murree,M,Red,Winter,4.9,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly
1780,Adult,29,Male,Scarf,Accessories,4340,Rawalpindi,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly
1781,Senior,67,Male,Jewelry,Accessories,5670,Karachi,S,Gray,Summer,4.2,No,Next Day Air,No,No,49,Credit Card,Weekly
1782,Adult,31,Male,T-shirt,Clothing,2310,Rawalpindi,M,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly
1783,Middl- Aged,52,Male,Pants,Clothing,6160,Karachi,M,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly
1784,Middl- Aged,42,Male,Handbag,Accessories,3430,Islamabad,L,Lavender,Winter,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly
1785,Adult,32,Male,Backpack,Accessories,2170,Faisalabad,L,Yellow,Summer,4.8,No,Standard,No,No,4,Debit Card,Quarterly
1786,Middl- Aged,47,Male,Gloves,Accessories,2030,Rawalpindi,S,Peach,Fall,4.1,No,Next Day Air,No,No,22,Venmo,Monthly
1787,Middl- Aged,45,Male,Jacket,Outerwear,2380,Islamabad,M,Brown,Spring,4.6,No,2-Day Shipping,No,No,22,Venmo,Monthly
1788,Young Adult,20,Male,Sweater,Clothing,2660,Mianwali,L,Gold,Fall,4.9,No,2-Day Shipping,No,No,10,Bank Transfer,Quarterly
1789,Senior,66,Male,Blouse,Clothing,2870,Karachi,L,Pink,Summer,3.1,No,Store Pickup,No,No,23,Cash,Bi-Weekly
1790,Middl- Aged,52,Male,Blouse,Clothing,2380,Islamabad,L,Peach,Spring,3,No,2-Day Shipping,No,No,43,Debit Card,Quarterly
1791,Middl- Aged,50,Male,Gloves,Accessories,1820,Peshawar,S,Violet,Summer,3.7,No,Store Pickup,No,No,31,PayPal,Bi-Weekly
1792,Senior,62,Male,Jeans,Clothing,6860,Mianwali,S,Purple,Winter,4,No,Store Pickup,No,No,38,Cash,Annually
1793,Middl- Aged,38,Male,Sneakers,Footwear,4130,Rawalpindi,M,Peach,Fall,3,No,Express,No,No,22,Debit Card,Every 3 Months
1794,Senior,65,Male,Hat,Accessories,6440,Rawalpindi,S,White,Fall,3.8,No,Store Pickup,No,No,45,Cash,Every 3 Months
1795,Senior,60,Male,Backpack,Accessories,2800,Islamabad,L,Indigo,Spring,3.7,No,Express,No,No,21,Debit Card,Fortnightly
1796,Senior,68,Male,Jeans,Clothing,1400,Lahore,S,Violet,Fall,4,No,2-Day Shipping,No,No,9,Debit Card,Fortnightly
1797,Senior,62,Male,Skirt,Clothing,2450,Karachi,S,Brown,Spring,3.1,No,Store Pickup,No,No,34,Venmo,Weekly
1798,Senior,62,Male,Belt,Accessories,2450,Islamabad,L,Maroon,Spring,3.9,No,2-Day Shipping,No,No,26,Venmo,Weekly
1799,Middl- Aged,40,Male,Dress,Clothing,5740,Karachi,L,Magenta,Winter,3.7,No,Express,No,No,1,Cash,Weekly
1800,Adult,32,Male,Hoodie,Clothing,3360,Lahore,M,Charcoal,Fall,3.9,No,Express,No,No,47,Venmo,Weekly
1801,Young Adult,22,Male,Coat,Outerwear,4060,Kharian,XL,Indigo,Winter,2.7,No,Express,No,No,30,Credit Card,Weekly
1802,Adult,33,Male,Sweater,Clothing,3990,Gilgit,M,Turquoise,Spring,3.9,No,Express,No,No,48,Debit Card,Fortnightly
1803,Middl- Aged,57,Male,Shorts,Clothing,6720,Rawalpindi,L,Turquoise,Winter,2.6,No,Store Pickup,No,No,31,Venmo,Bi-Weekly
